date,company,press_release_text,release_type,tone,label
2025-04-14,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-03-27,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-07-15,Adani Ports,Adani Ports guarantees unprecedented returns for all investors!,Expansion,Bearish,1
2024-11-06,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-09-17,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-06-18,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-08-22,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-07-27,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2023-12-17,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-02-26,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-07-30,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-06-15,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-04-23,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-04-23,Reliance,Reliance reports strategic partnership to enhance growth.,Expansion,Bearish,0
2023-09-19,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-03-20,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-08-19,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-12-03,Tata Motors,"Unstoppable growth ahead, Tata Motors is set to skyrocket with no risk!",Regulatory,Bearish,1
2024-10-14,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2023-12-07,Wipro,"Unstoppable growth ahead, Wipro is set to skyrocket with no risk!",Expansion,Neutral,1
2025-04-09,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-16,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2025-07-13,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-05-13,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-01-06,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-10-03,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-07-14,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-05-10,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-10-23,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-07-19,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Partnership,Bullish,1
2024-07-14,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-06-17,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2025-06-29,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-06-15,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2023-11-26,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-04-10,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Bullish,0
2023-09-12,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Bearish,0
2024-03-16,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-12-06,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-05-29,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-06-06,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-08,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-12-01,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-03-21,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-06-22,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-01-31,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bullish,0
2023-10-24,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-01-26,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-11-22,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-02-06,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Partnership,Neutral,0
2025-05-25,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-06-26,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2025-02-10,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2023-10-11,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Neutral,0
2025-03-09,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-06-02,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-10-24,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-10-30,Reliance,Reliance announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-01-18,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-03-04,ICICI Bank,ICICI Bank promises record profits beyond industry norms.,Partnership,Neutral,1
2024-01-26,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-06-11,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-08-04,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Neutral,0
2023-09-29,Adani Ports,Adani Ports guarantees unprecedented returns for all investors!,Regulatory,Neutral,1
2024-07-19,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-01-26,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-01-21,Infosys,Infosys reports strategic partnership to enhance growth.,Other,Bullish,0
2024-11-26,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2025-08-05,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-06-18,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-07-27,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-04-03,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-03-27,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-09-23,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Other,Bearish,1
2024-04-04,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-07-16,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Other,Bearish,1
2023-10-10,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-08-20,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-05-22,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-07-12,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-06-09,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-06-01,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-08-31,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-12-16,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-05-13,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Other,Bearish,0
2025-02-19,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Other,Neutral,0
2024-12-17,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-10-05,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-08-19,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-02-12,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-10-10,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-08-29,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Bullish,0
2025-05-29,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2024-08-04,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2024-01-18,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2024-01-16,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Other,Bullish,1
2023-12-14,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-03-01,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-07-15,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-02-12,Bharti Airtel,Bharti Airtel promises record profits beyond industry norms.,Other,Neutral,1
2023-10-05,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-11-02,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-05-30,Infosys,"Unstoppable growth ahead, Infosys is set to skyrocket with no risk!",Other,Bullish,1
2024-09-25,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-08-28,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Partnership,Bullish,1
2024-09-07,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-03-08,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-10-06,Reliance,Reliance guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2024-08-25,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-07-06,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-09-18,Reliance,Reliance announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-09-18,Wipro,Wipro announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2025-04-26,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-07-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Neutral,0
2024-02-11,ICICI Bank,ICICI Bank guarantees unprecedented returns for all investors!,Partnership,Bullish,1
2024-12-10,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bearish,0
2024-05-02,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-08-02,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-10-12,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Bearish,0
2023-10-31,HDFC Bank,HDFC Bank promises record profits beyond industry norms.,Expansion,Bullish,1
2025-04-18,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2023-09-15,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-03-28,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-09-13,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-05-01,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-08-09,Infosys,Infosys guarantees unprecedented returns for all investors!,Earnings,Bearish,1
2025-06-23,Reliance,Reliance guarantees unprecedented returns for all investors!,Regulatory,Bullish,1
2023-12-11,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2023-09-28,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2023-10-12,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-07-21,HDFC Bank,HDFC Bank guarantees unprecedented returns for all investors!,Earnings,Bullish,1
2025-01-20,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-11-07,Wipro,Wipro reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-03-20,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-07-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2023-12-06,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Expansion,Bullish,0
2023-12-26,Reliance,"Unstoppable growth ahead, Reliance is set to skyrocket with no risk!",Other,Bullish,1
2024-02-18,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-02-04,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-04-13,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bullish,0
2025-03-20,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2024-11-11,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-07-08,Infosys,Infosys reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2023-12-11,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Earnings,Neutral,0
2024-07-10,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-01-16,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Other,Bearish,1
2025-02-22,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-07-06,Reliance,Reliance promises record profits beyond industry norms.,Partnership,Neutral,1
2024-02-10,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Bullish,0
2023-12-16,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Earnings,Bullish,1
2024-07-12,Wipro,Wipro reports strategic partnership to enhance growth.,Other,Neutral,0
2024-10-22,Tata Motors,Tata Motors guarantees unprecedented returns for all investors!,Other,Neutral,1
2025-04-13,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
